year,Bacon,Bacon and ham,Bacon hams,Bar iron,Beans,Beef,Beeswax,Biscuits,Boards,Boat boards,Braziletto,Bread,Bread and flour,Brown sugar,Calf skins,Cam wood,Cedar,Cedar posts,Cheese,Cherry tree plank,Chocolate,Coffee,Corn,Corn meal,Cotton,Cotton wool,Deer Skin,Deer Skins,Deer skins (raw),Fine bread,Flaxseed,Flour,Four inch walnut plank,French Guineas,French Pistoles,Furs,Furs and skins,Fyall wine,Gammons,Guineas,Half Johannes,Ham,Hams,Hams and bacon,Handspikes,Heading,Heading (hhds),Heading and staves,Hemp,Hickory wood,Hoops,Inch and half pine planks,Inch and quarter oak plank,Inch and quarter poplar plank,Inch boards,Inch oak plank,Inch pine plank,Inch plank,Inch poplar plank,Indian corn,Indian meal,Indigo,Iron,Loaf sugar,Logs,Logwood,Lumber,Madeira,Mahogany,Mahogany bed posts,Mahogany boards,Mahogany plank,Mahogany planks,Mahogany posts,Mahogany window frames,Molasses,Muscovado sugar,Myrtle wax,Negroes,Oak,Oak board,Oak boards,Oak logs,Oak plank,Oak planks,Oak timber,Oars,Oats,Peas,Peas/beans,Pig iron,Pimento,Pine board,Pine boards,Pine plank,Pine planks,Pitch,Plank,Planks,Poles (hoop),Poplar plank,Poplar timber,Pork,Portugal wines,Potatoes,Racoon skins,Rice,Rough cotton,Rum,Rye,Rye flour,Rye meal,Salt,Scantling,Seal skins,Shingles,Shingles (cypress),Ship biscuit,Ship bread,Skins,Spanish Dollars,Spanish Pistoles,Spanish wine,Spars,Spokes,Squared timber,Squirrel skins,Staves,Staves (barrels),Staves (hhds),Staves (pipe),Staves (pipes),Staves and heading,Staves and shingles,Sugar,Sweet wood bark,Tar,Tar and turpentine,Tea,Timber,Timber (squared),Timber logs,Tobacco,Turpentine,Two and half inch planks,Two inch oak plank,Two inch pine plank,Walnut,Walnut board,Walnut boards,Walnut logs,Walnut plank,Walnut plank/stock,Walnut planks,Walnut timber,Wheat,Wheel timber,White beans,White oak board,Wine
1759,0.0,0.0,0.0,0.0,6.333333333333333,19.0,0.0,0.0,0.0,0.0,0.0,2642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4654.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,0.0,0.0,1202.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33635.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5823.0,0.0,0.0,0.0,0.0
1760,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,5278.0,0.0,0.0,2741.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.0,0.0,117.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,71274.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7584.0,0.0,0.0,0.0,0.0
1761,6.0,0.0,0.0,0.0,195.0,14.0,0.0,0.0,4.0,0.0,0.0,1484.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9694.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856.0,0.0,0.0,2043.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,216.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614.0,14.0,1682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28206.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,5163.0,0.0,0.0,0.0,28.0
1762,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,811.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,0.0,0.0,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,71.0,2.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0.0,13.0,0.0,0.0,1434.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22172.5,16.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5,0.0,5.0,0.0,162.0,0.0,0.0,0.0,14.5
1763,18.0,0.0,0.0,1701.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,920.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,11308.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,1804.0,0.0,6.0,0.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,0.0,613.0,0.0,22.0,645.0,0.0,164.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,43247.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,291.5,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,3.0,4.0,0.0,0.0,42.0,0.0,0.0,0.0,1502.6666666666667,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8974.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,175.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,804.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,58.0,0.0,0.0,5.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.0,0.0,253.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,33725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.5,0.0,0.0,0.0,5853.0,0.0,0.0,0.0,0.0
1765,3.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,2722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2948.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,3.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,40549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,10299.0,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0,54.0,41.0,0.0,0.0,0.0,27.0,0.0,986.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,0.0,0.0,2697.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1.0,16.0,632.0,6.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,78.0,15.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,16547.0,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0,165.5,13.0,0.0,0.0,0.0,27.0,0.0,1844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1960.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,5.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,47.0,51.0,26.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3264.0,0.0,9.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,47133.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28925.0,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,3743.0,172.0,8.0,0.0,0.0,0.0,3.0,0.0,1194.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,0.0,4.0,0.0,0.0,140.0,0.0,0.0,1.0,0.0,0.0,0.0,18.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,5.0,0.0,0.0,7.0,0.0,2067.0,0.0,0.0,0.0,173.0,6.0,3.0,91.0,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45342.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23747.0,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,4369.0,0.0,17.0,0.0,8.0,0.0,9.0,0.0,3071.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,32511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.0,0.0,6.0,0.0,54.0,11.0,4.0,15.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48384.0,16.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54911.0,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,2131.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,1609.25,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,29.0,0.0,0.0,0.0,0.0,0.0,1562.5,0.0,0.0,7.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,34.5,9.0,0.0,0.0,96.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,4959.0,0.0,25.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,61257.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25068.5,0.0,0.0,0.0,81.0
1771,2.0,0.0,0.0,4670.0,14.0,0.0,0.0,0.0,0.0,128.0,0.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7212.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,47807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,5.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,7.0,0.0,3118.0,0.0,0.0,347.0,51.0,60.0,2.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,247.0,2.0,0.0,0.0,5.0,45.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,6299.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,56583.5,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21999.0,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,3044.0,21.0,0.0,0.0,0.0,0.0,39.0,0.0,2152.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,88.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,2040.0,0.0,104.0,0.0,250.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4427.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,84976.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,23634.0,0.0,0.0,0.0,0.0
1773,6.5,0.0,0.0,3067.0,58.5,166.0,0.0,61.0,147.0,0.5,0.0,2875.5,1187.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2852.0,0.0,17.0,0.0,171.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,301.5,48.5,0.0,0.0,7.0,26.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450.0,0.0,0.0,0.0,12.0,6.0,9.0,0.0,0.0,0.0,70611.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36724.0,0.0,0.0,0.0,18.0
1774,7.5,0.0,0.0,1537.0,190.33333333333334,27.0,0.0,1.0,37.0,102.0,0.0,2731.25,1198.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10783.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,33467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,63.0,44.0,8.0,3857.0,0.0,72.0,6.0,167.0,162.0,0.0,55.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,302.0,81.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6071.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,52470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110085.0,0.0,0.0,0.0,0.0
