port,year,good,value,movement_type
ACCO,1765,Plank,4,CL
ACCO,1765,Pork,15,CL
ACCO,1765,Pork,146,CL
ACCO,1765,Potatoes,0,CL
ACCO,1765,Rum,2,CL
ACCO,1765,Rye,0,CL
ACCO,1765,Salt,121,CL
ACCO,1765,Shingles,0,CL
ACCO,1765,Shingles,0,CL
ACCO,1765,Ship bread,1,CL
ACCO,1765,Ship bread,3,CL
ACCO,1765,Spirits,4,CL
ACCO,1765,Staves,1,CL
ACCO,1765,Staves,24,CL
ACCO,1765,Staves (barrels),29,CL
ACCO,1765,Staves (hhd),0,CL
ACCO,1765,Staves (hhds),19,CL
ACCO,1765,Staves (pipes),14,CL
ACCO,1765,Staves and heading,28,CL
ACCO,1765,Staves and heading,4,CL
ACCO,1765,Sugar,323,CL
ACCO,1765,Sugar,23,CL
ACCO,1765,Tobacco,71,CL
ACCO,1765,Wax,0,CL
ACCO,1765,Wax,0,CL
ACCO,1765,Wheat,362,CL
ACCO,1765,Wheat,0,CL
ACCO,1765,Wine,14,CL
ACCO,1766,Bar iron,71,CL
ACCO,1766,Bar iron,14,CL
ACCO,1766,Bread,63,CL
ACCO,1766,Corn,1,CL
ACCO,1766,Corn,2160,CL
ACCO,1766,Flaxseed,0,CL
ACCO,1766,Flaxseed,0,CL
ACCO,1766,Flaxseed,0,CL
ACCO,1766,Flaxseed,0,CL
ACCO,1766,Flaxseed,119,CL
ACCO,1766,Flour,41,CL
ACCO,1766,Hemp,1,CL
ACCO,1766,Oats,2841,CL
ACCO,1766,Peas,3,CL
ACCO,1766,Peas,1,CL
ACCO,1766,Peas,14,CL
ACCO,1766,Plank,39,CL
ACCO,1766,Plank,7,CL
ACCO,1766,Plank,0,CL
ACCO,1766,Poles (hoop),0,CL
ACCO,1766,Pork,8,CL
ACCO,1766,Pork,5,CL
ACCO,1766,Pork,71,CL
ACCO,1766,Potatoes,0,CL
ACCO,1766,Rum,5,CL
ACCO,1766,Rye,2,CL
ACCO,1766,Salt,81,CL
ACCO,1766,Shingles,0,CL
ACCO,1766,Staves,137,CL
ACCO,1766,Staves (barrel),37,CL
ACCO,1766,Staves (hhd),174,CL
ACCO,1766,Staves (hhds),1,CL
ACCO,1766,Staves (pipe),29,CL
ACCO,1766,Sugar,580,CL
ACCO,1766,Sugar,1173,CL
ACCO,1766,Sugar,68,CL
ACCO,1766,Sugar,0,CL
ACCO,1766,Sugar,0,CL
ACCO,1766,Sugar,15,CL
ACCO,1766,Sugar,14,CL
ACCO,1766,Tobacco,131,CL
ACCO,1766,Wax,0,CL
ACCO,1766,Wheat,2,CL
ACCO,1766,Wheat,739,CL
ACCO,1766,Wine,14,CL
ACCO,1766,Wine,30,CL
ACCO,1768,Beans,4,CL
ACCO,1768,Corn,5396,CL
ACCO,1768,Flaxseed,0,CL
ACCO,1768,Flaxseed,25,CL
ACCO,1768,Flaxseed,0,CL
ACCO,1768,Flour,40,CL
ACCO,1768,Oats,982,CL
ACCO,1768,Peas,2,CL
ACCO,1768,Peas,73,CL
ACCO,1768,Plank,10,CL
ACCO,1768,Pork,6,CL
ACCO,1768,Pork,2,CL
ACCO,1768,Pork,33,CL
ACCO,1768,Potatoes,0,CL
ACCO,1768,Rum,11,CL
ACCO,1768,Rum,12,CL
ACCO,1768,Rye,24,CL
ACCO,1768,Shingles,0,CL
ACCO,1768,Shingles,0,CL
ACCO,1768,Staves (barrel),22,CL
ACCO,1768,Staves (barrels),5,CL
ACCO,1768,Staves (hhd),48,CL
ACCO,1768,Staves (hhds),39,CL
ACCO,1768,Staves (pipes),4,CL
ACCO,1768,Staves and heading,3,CL
ACCO,1768,Tobacco,41,CL
ACCO,1768,Wheat,1345,CL
ACCO,1769,Bar iron,44,CL
ACCO,1769,Beans,1,CL
ACCO,1769,Beef,0,CL
ACCO,1769,Corn,9160,CL
ACCO,1769,Flaxseed,243,CL
ACCO,1769,Flaxseed,0,CL
ACCO,1769,Flaxseed,0,CL
ACCO,1769,Flour,712,CL
ACCO,1769,Heading,3,CL
ACCO,1769,Heading (hhds),3,CL
ACCO,1769,Hoops,0,CL
ACCO,1769,Hoops,0,CL
ACCO,1769,Loaf sugar,17,CL
ACCO,1769,Oats,1752,CL
ACCO,1769,Peas,21,CL
ACCO,1769,Plank,0,CL
ACCO,1769,Plank,1,CL
ACCO,1769,Pork,184,CL
ACCO,1769,Pork,5,CL
ACCO,1769,Potatoes,0,CL
ACCO,1769,Rum,44,CL
ACCO,1769,Rum,94,CL
ACCO,1769,Rye,31,CL
ACCO,1769,Shingles,0,CL
ACCO,1769,Shingles,0,CL
ACCO,1769,Staves,6,CL
ACCO,1769,Staves (barrels),8,CL
ACCO,1769,Staves (hhd),45,CL
ACCO,1769,Staves (hhds),30,CL
ACCO,1769,Staves and heading,10,CL
ACCO,1769,Sugar,5,CL
ACCO,1769,Tea,0,CL
ACCO,1769,Tea,6,CL
ACCO,1769,Tobacco,39,CL
ACCO,1769,Wax,0,CL
ACCO,1769,Wheat,2012,CL
ACCO,1771,Beans,0,CL
ACCO,1771,Beef,3,CL
ACCO,1771,Bread,3,CL
ACCO,1771,Corn,5496,CL
ACCO,1771,Flaxseed,378,CL
ACCO,1771,Heading,12,CL
ACCO,1771,Heading (hhd),4,CL
ACCO,1771,Hoops,0,CL
ACCO,1771,Oats,859,CL
ACCO,1771,Peas,108,CL
ACCO,1771,Peas/beans,2,CL
ACCO,1771,Plank,41,CL
ACCO,1771,Plank,3,CL
ACCO,1771,Pork,29,CL
ACCO,1771,Rye,7,CL
ACCO,1771,Shingles,0,CL
ACCO,1771,Staves,8,CL
ACCO,1771,Staves,6,CL
ACCO,1771,Staves (barrels),12,CL
ACCO,1771,Staves (hhd),86,CL
ACCO,1771,Staves (hhds),58,CL
ACCO,1771,Staves and heading,41,CL
ACCO,1771,Staves and heading,4,CL
ACCO,1771,Tar and turpentine,5,CL
ACCO,1771,Tobacco,57,CL
ACCO,1771,Wheat,2297,CL
ACCO,1725,Molasses,16,EN
ACCO,1725,Molasses,16,EN
ACCO,1725,Rum,21,EN
ACCO,1725,Rum,86,EN
ACCO,1725,Rum,106,EN
ACCO,1725,Salt,43,EN
ACCO,1725,Sugar,58,EN
ACCO,1727,Molasses,72,EN
ACCO,1727,Rum,8,EN
ACCO,1727,Rum,121,EN
ACCO,1727,Rum,12,EN
ACCO,1727,Salt,235,EN
ACCO,1727,Salt,19,EN
ACCO,1727,Sugar,11,EN
ACCO,1727,Sugar,3,EN
ACCO,1727,Wine,3,EN
ACCO,1730,Cheese,0,EN
ACCO,1730,Cotton,0,EN
ACCO,1730,Molasses,15,EN
ACCO,1730,Molasses,358,EN
ACCO,1730,Molasses,22,EN
ACCO,1730,Plank,4,EN
ACCO,1730,Rum,76,EN
ACCO,1730,Rum,17,EN
ACCO,1730,Rum,442,EN
ACCO,1730,Salt,0,EN
ACCO,1730,Salt,43,EN
ACCO,1730,Spirits,7,EN
ACCO,1730,Sugar,104,EN
ACCO,1730,Sugar,6,EN
ACCO,1730,Sugar,10,EN
ACCO,1731,Cheese,0,EN
ACCO,1731,Cheese,0,EN
ACCO,1731,Cotton,0,EN
ACCO,1731,Cotton,18,EN
ACCO,1731,Ginger,0,EN
ACCO,1731,Ginger,0,EN
ACCO,1731,Molasses,130,EN
ACCO,1731,Molasses,26,EN
ACCO,1731,Pepper,0,EN
ACCO,1731,Rum,3,EN
ACCO,1731,Rum,1,EN
ACCO,1731,Rum,217,EN
ACCO,1731,Rum,26,EN
ACCO,1731,Rum,2,EN
ACCO,1731,Rum,26,EN
ACCO,1731,Salt,274,EN
ACCO,1731,Salt,32,EN
ACCO,1731,Sugar,106,EN
ACCO,1732,Cheese,0,EN
ACCO,1732,Iron,0,EN
ACCO,1732,Molasses,5,EN
ACCO,1732,Molasses,2,EN
ACCO,1732,Molasses,142,EN
ACCO,1732,Refined sugar,0,EN
ACCO,1732,Rice,0,EN
ACCO,1732,Rum,378,EN
ACCO,1732,Rum,5,EN
ACCO,1732,Rum,848,EN
ACCO,1732,Rum,9,EN
ACCO,1732,Salt,3,EN
ACCO,1732,Salt,32,EN
ACCO,1732,Salt,2,EN
ACCO,1732,Sugar,7,EN
ACCO,1732,Sugar,29,EN
ACCO,1733,Cheese,0,EN
ACCO,1733,Iron,0,EN
ACCO,1733,Loaf sugar,3,EN
ACCO,1733,Molasses,25,EN
ACCO,1733,Molasses,387,EN
ACCO,1733,Molasses,7,EN
ACCO,1733,Molasses,5,EN
ACCO,1733,Negroes,19,EN
ACCO,1733,Pitch,1,EN
ACCO,1733,Plank,2,EN
ACCO,1733,Potatoes,0,EN
ACCO,1733,Rum,50,EN
ACCO,1733,Rum,232,EN
ACCO,1733,Rum,17,EN
ACCO,1733,Rum,6,EN
ACCO,1733,Rum,8,EN
ACCO,1733,Salt,125,EN
ACCO,1733,Salt,30,EN
ACCO,1733,Sugar,24,EN
ACCO,1733,Sugar,36,EN
ACCO,1733,Sugar,4,EN
ACCO,1733,Tar,43,EN
ACCO,1733,Turpentine,20,EN
ACCO,1734,Bar iron,0,EN
ACCO,1734,Bar iron,0,EN
ACCO,1734,Cheese,0,EN
ACCO,1734,Deer Skin,0,EN
ACCO,1734,Molasses,5,EN
ACCO,1734,Molasses,53,EN
ACCO,1734,Molasses,11,EN
ACCO,1734,Plank,5,EN
ACCO,1734,Rum,9,EN
ACCO,1734,Rum,9,EN
ACCO,1734,Rum,5,EN
ACCO,1734,Rum,187,EN
ACCO,1734,Salt,54,EN
ACCO,1734,Sugar,54,EN
ACCO,1734,Tar,55,EN
ACCO,1734,Turpentine,32,EN
ACCO,1734,Wrought iron,0,EN
ACCO,1746,Bar iron,1,EN
ACCO,1746,Cash,68,EN
ACCO,1746,Cheese,0,EN
ACCO,1746,Cheese,0,EN
ACCO,1746,Chocolate,0,EN
ACCO,1746,Coffee,0,EN
ACCO,1746,Iron,1,EN
ACCO,1746,Loaf sugar,12,EN
ACCO,1746,Loaf sugar,4,EN
ACCO,1746,Molasses,22,EN
ACCO,1746,Molasses,2,EN
ACCO,1746,Molasses,175,EN
ACCO,1746,Molasses,13,EN
ACCO,1746,Plank,1,EN
ACCO,1746,Rum,230,EN
ACCO,1746,Rum,5,EN
ACCO,1746,Rum,5,EN
ACCO,1746,Rum,64,EN
ACCO,1746,Salt,5,EN
ACCO,1746,Salt,277,EN
ACCO,1746,Sugar,43,EN
ACCO,1746,Sugar,24,EN
ACCO,1746,,0,EN
ACCO,1749,Bar iron,7,EN
ACCO,1749,Cheese,0,EN
ACCO,1749,Loaf sugar,5,EN
ACCO,1749,Molasses,15,EN
ACCO,1749,Molasses,9,EN
ACCO,1749,Molasses,130,EN
ACCO,1749,Molasses,398,EN
ACCO,1749,Rum,7,EN
ACCO,1749,Rum,38,EN
ACCO,1749,Rum,208,EN
ACCO,1749,Salt,147,EN
ACCO,1749,Salt,11,EN
ACCO,1749,Sugar,352,EN
ACCO,1749,Wine,4,EN
ACCO,1752,Bar iron,3,EN
ACCO,1752,Cash,185,EN
ACCO,1752,Cast iron,3,EN
ACCO,1752,Cheese,0,EN
ACCO,1752,Dollars,69,EN
ACCO,1752,Flour,8,EN
ACCO,1752,Flour,1,EN
ACCO,1752,Loaf sugar,12,EN
ACCO,1752,Molasses,707,EN
ACCO,1752,Molasses,4,EN
ACCO,1752,Rum,1317,EN
ACCO,1752,Salt,88,EN
ACCO,1752,Salt,3,EN
ACCO,1752,Sugar,0,EN
ACCO,1752,Sugar,212,EN
ACCO,1752,Sugar,11,EN
ACCO,1752,Sugar,6,EN
ACCO,1757,Cheese,0,EN
ACCO,1757,Cheese,0,EN
ACCO,1757,Loaf sugar,6,EN
ACCO,1757,Loaf sugar,12,EN
ACCO,1757,Loaf sugar,16,EN
ACCO,1757,Molasses,74,EN
ACCO,1757,Molasses,7,EN
ACCO,1757,Refined sugar,6,EN
ACCO,1757,Rum,141,EN
ACCO,1757,Rum,10,EN
ACCO,1757,Salt,278,EN
ACCO,1757,Salt,22,EN
ACCO,1757,Sugar,13,EN
ACCO,1757,Sugar,9,EN
ACCO,1757,Sugar,18,EN
ACCO,1759,Bar iron,5,EN
ACCO,1759,Cash,104,EN
ACCO,1759,Coffee,0,EN
ACCO,1759,Iron,4,EN
ACCO,1759,Loaf sugar,10,EN
ACCO,1759,Loaf sugar,13,EN
ACCO,1759,Molasses,6,EN
ACCO,1759,Molasses,47,EN
ACCO,1759,Molasses,718,EN
ACCO,1759,Molasses,6,EN
ACCO,1759,Negroes,356,EN
ACCO,1759,Plank,8,EN
ACCO,1759,Rum,14,EN
ACCO,1759,Rum,223,EN
ACCO,1759,Salt,18,EN
ACCO,1759,Salt,85,EN
ACCO,1759,Sugar,62,EN
ACCO,1759,Sugar,39,EN
ACCO,1759,Sugar,19,EN
ACCO,1759,Wine,22,EN
ACCO,1759,Wrought iron,2,EN
ACCO,1760,Cheese,0,EN
ACCO,1760,Chocolate,0,EN
ACCO,1760,Coffee,0,EN
ACCO,1760,Coffee,0,EN
ACCO,1760,Cotton,0,EN
ACCO,1760,Cotton,0,EN
ACCO,1760,Molasses,16,EN
ACCO,1760,Molasses,9,EN
ACCO,1760,Molasses,36,EN
ACCO,1760,Molasses,304,EN
ACCO,1760,Plank,16,EN
ACCO,1760,Rum,36,EN
ACCO,1760,Rum,55,EN
ACCO,1760,Rum,110,EN
ACCO,1760,Rum,26,EN
ACCO,1760,Salt,155,EN
ACCO,1760,Salt,10,EN
ACCO,1760,Sugar,60,EN
ACCO,1760,Sugar,23,EN
ACCO,1760,Sugar,38,EN
ACCO,1760,Sugar,213,EN
ACCO,1760,Tar,1,EN
ACCO,1760,Wine,32,EN
ACCO,1760,Wine,24,EN
ACCO,1761,Bar iron,0,EN
ACCO,1761,Cheese,0,EN
ACCO,1761,Dollars,497,EN
ACCO,1761,Loaf sugar,4,EN
ACCO,1761,Loaf sugar,35,EN
ACCO,1761,Loaf sugar,31,EN
ACCO,1761,Molasses,26,EN
ACCO,1761,Molasses,156,EN
ACCO,1761,Molasses,214,EN
ACCO,1761,Pig iron,3,EN
ACCO,1761,Refined sugar,11,EN
ACCO,1761,Rice,59,EN
ACCO,1761,Rum,21,EN
ACCO,1761,Rum,79,EN
ACCO,1761,Rum,8,EN
ACCO,1761,Rum,14,EN
ACCO,1761,Rum,502,EN
ACCO,1761,Salt,7,EN
ACCO,1761,Salt,46,EN
ACCO,1761,Spirits,7,EN
ACCO,1761,Spirits,3,EN
ACCO,1761,Sugar,36,EN
ACCO,1761,Sugar,17,EN
ACCO,1761,Sugar,102,EN
ACCO,1761,Sugar,70,EN
ACCO,1761,Tea,1,EN
ACCO,1761,Wine,127,EN
ACCO,1761,Wine,226,EN
ACCO,1761,Wine,1060,EN
ACCO,1762,Bar iron,5,EN
ACCO,1762,Bar iron,9,EN
ACCO,1762,Cash,0,EN
ACCO,1762,Cash,893,EN
ACCO,1762,Cash,1,EN
ACCO,1762,Cheese,0,EN
ACCO,1762,Cheese,0,EN
ACCO,1762,Cheese,0,EN
ACCO,1762,Chocolate,0,EN
ACCO,1762,Chocolate,0,EN
ACCO,1762,Coffee,0,EN
ACCO,1762,Coffee,0,EN
ACCO,1762,Coffee,0,EN
ACCO,1762,Dollars,3576,EN
ACCO,1762,Ginger,0,EN
ACCO,1762,Iron,1,EN
ACCO,1762,Loaf sugar,46,EN
ACCO,1762,Loaf sugar,19,EN
ACCO,1762,Loaf sugar,10,EN
ACCO,1762,Loaf sugar,41,EN
ACCO,1762,Molasses,577,EN
ACCO,1762,Molasses,12,EN
ACCO,1762,Molasses,4,EN
ACCO,1762,Molasses,28,EN
ACCO,1762,Negroes,534,EN
ACCO,1762,Pepper,0,EN
ACCO,1762,Plank,39,EN
ACCO,1762,Potatoes,0,EN
ACCO,1762,Refined sugar,10,EN
ACCO,1762,Refined sugar,10,EN
ACCO,1762,Rice,0,EN
ACCO,1762,Rice,0,EN
ACCO,1762,Rum,185,EN
ACCO,1762,Rum,20,EN
ACCO,1762,Rum,810,EN
ACCO,1762,Salt,135,EN
ACCO,1762,Salt,16,EN
ACCO,1762,Spirits,23,EN
ACCO,1762,Spirits,7,EN
ACCO,1762,Sugar,266,EN
ACCO,1762,Sugar,41,EN
ACCO,1762,Sugar,13,EN
ACCO,1762,Sugar,94,EN
ACCO,1762,Tar,1,EN
ACCO,1762,Wine,58,EN
ACCO,1762,Wine,14,EN
ACCO,1764,Cash,78,EN
ACCO,1764,Cheese,0,EN
ACCO,1764,Cheese,0,EN
ACCO,1764,Cheese,0,EN
ACCO,1764,Chocolate,0,EN
ACCO,1764,Chocolate,0,EN
ACCO,1764,Coffee,0,EN
ACCO,1764,Dollars,352,EN
ACCO,1764,Flaxseed,43,EN
ACCO,1764,Flaxseed,29,EN
ACCO,1764,Ginger,0,EN
ACCO,1764,Loaf sugar,130,EN
ACCO,1764,Loaf sugar,20,EN
ACCO,1764,Loaf sugar,4,EN
ACCO,1764,Loaf sugar,3,EN
ACCO,1764,Molasses,1,EN
ACCO,1764,Molasses,224,EN
ACCO,1764,Molasses,14,EN
ACCO,1764,Peas,2,EN
ACCO,1764,Pepper,0,EN
ACCO,1764,Pepper,0,EN
ACCO,1764,Pimento,0,EN
ACCO,1764,Pork,57,EN
ACCO,1764,Potatoes,0,EN
ACCO,1764,Potatoes,0,EN
ACCO,1764,Rum,861,EN
ACCO,1764,Rum,20,EN
ACCO,1764,Rum,63,EN
ACCO,1764,Salt,76,EN
ACCO,1764,Salt,5,EN
ACCO,1764,Spirits,3,EN
ACCO,1764,Spirits,3,EN
ACCO,1764,Sugar,3,EN
ACCO,1764,Sugar,140,EN
ACCO,1764,Sugar,107,EN
ACCO,1764,Sugar,0,EN
ACCO,1764,Sugar,55,EN
ACCO,1764,Tar,35,EN
ACCO,1764,Virginia currency,31,EN
ACCO,1764,Wine,22,EN
ACCO,1765,Bar iron,4,EN
ACCO,1765,Bar iron,16,EN
ACCO,1765,Cash,986,EN
ACCO,1765,Cheese,0,EN
ACCO,1765,Cheese,0,EN
ACCO,1765,Cheese,0,EN
ACCO,1765,Cheese,0,EN
ACCO,1765,Chocolate,0,EN
