,year,origin,origin_lat,origin_long,dest,dest_lat,dest_long,mag
246,1760,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,990.0
252,1761,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,60.0
253,1761,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,2256.0
257,1761,SEU,36.07881,-5.423534,POCOEN,38.030126,-75.378,1046.0
260,1762,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,7498.0
266,1763,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,354.0
267,1763,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,4586.0
273,1764,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,708.0
274,1764,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,1673.0
280,1765,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,2166.0
281,1765,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,3703.0
287,1766,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,3513.0
288,1766,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,1489.0
294,1767,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,2793.0
295,1767,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,1570.0
301,1768,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,2072.0
302,1768,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,1651.0
306,1768,SEU,36.07881,-5.423534,POCOEN,38.030126,-75.378,258.0
308,1769,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,4027.0
309,1769,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,4238.0
313,1769,SEU,36.07881,-5.423534,POCOEN,38.030126,-75.378,283.0
315,1770,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,3268.0
316,1770,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,3397.0
322,1771,WI,18.454682,-66.568537,POCOEN,38.030126,-75.378,2508.0
323,1771,NA,37.010304,-75.992569,POCOEN,38.030126,-75.378,2555.0
327,1771,SEU,36.07881,-5.423534,POCOEN,38.030126,-75.378,53.0
329,1725,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,6504.0
330,1725,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1428.0
332,1725,IRE,53.255137,-9.047014,PATUEN,38.304081,-76.4227,800.0
334,1725,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2236.0
335,1725,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,11654.0
336,1726,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3915.0
337,1726,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1025.0
338,1726,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,148.0
341,1726,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,363.0
342,1726,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,29596.0
343,1727,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3872.0
344,1727,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1011.0
345,1727,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,307.0
348,1727,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,466.0
350,1728,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3830.0
351,1728,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,997.0
352,1728,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,466.0
355,1728,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,568.0
357,1729,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3787.0
358,1729,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,983.0
359,1729,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,626.0
362,1729,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,671.0
364,1730,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3744.0
365,1730,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,969.0
366,1730,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,785.0
369,1730,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,774.0
370,1730,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,5301.0
371,1731,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3782.0
372,1731,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,860.0
376,1731,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,884.0
378,1732,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3821.0
379,1732,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,751.0
383,1732,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,994.0
384,1732,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,19217.0
385,1733,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,5695.0
386,1733,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,834.0
390,1733,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,833.0
391,1733,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,10446.0
392,1734,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,4048.0
393,1734,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1323.0
397,1734,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1573.0
399,1735,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2400.0
400,1735,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1812.0
404,1735,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2314.0
405,1735,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,15348.0
406,1736,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,1617.0
407,1736,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,390.0
411,1736,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1542.0
412,1736,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,25678.0
413,1737,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2182.0
414,1737,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,141.0
415,1737,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,571.0
418,1737,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1553.0
419,1737,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,17967.0
420,1738,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,1439.0
421,1738,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,351.0
425,1738,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1686.0
426,1738,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,11466.0
427,1739,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2339.0
428,1739,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,2433.0
429,1739,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,51.0
432,1739,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2668.0
433,1739,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,12318.0
434,1740,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,11938.0
435,1740,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,597.0
439,1740,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1731.0
440,1740,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,13000.0
441,1741,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2748.0
442,1741,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,594.0
443,1741,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,1379.0
446,1741,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,4787.0
447,1741,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,3602.0
448,1742,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3001.0
449,1742,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1150.0
450,1742,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,214.0
453,1742,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2340.0
454,1742,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,23337.0
455,1743,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,6211.0
456,1743,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,768.0
461,1743,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,27489.0
462,1744,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,4346.0
463,1744,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,778.0
464,1744,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,510.0
467,1744,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,3349.0
468,1744,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,5140.0
469,1745,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2186.0
470,1745,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,816.0
471,1745,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,489.0
474,1745,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1170.0
475,1745,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,9238.0
476,1746,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3887.0
477,1746,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,945.0
478,1746,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,404.0
481,1746,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2041.0
483,1747,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,5588.0
484,1747,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1075.0
485,1747,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,319.0
488,1747,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2912.0
490,1748,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,7289.0
491,1748,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1204.0
492,1748,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,234.0
495,1748,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,3783.0
497,1749,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,8990.0
498,1749,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1334.0
499,1749,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,150.0
500,1749,IRE,53.255137,-9.047014,PATUEN,38.304081,-76.4227,260.0
502,1749,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,4654.0
503,1749,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,13061.0
504,1750,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3764.0
505,1750,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,482.0
509,1750,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2611.0
511,1751,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,9130.0
512,1751,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1078.0
513,1751,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,615.0
516,1751,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1694.0
517,1751,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,8462.0
518,1752,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,8161.0
519,1752,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,516.0
520,1752,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,330.0
521,1752,IRE,53.255137,-9.047014,PATUEN,38.304081,-76.4227,394.0
523,1752,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,498.0
524,1752,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,38358.0
525,1753,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,6923.0
526,1753,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1056.0
527,1753,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,358.0
530,1753,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1227.0
532,1754,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,5685.0
533,1754,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1595.0
534,1754,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,385.0
537,1754,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1957.0
539,1755,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,8386.0
540,1755,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,2523.0
541,1755,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,186.0
546,1756,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,4146.0
547,1756,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,418.0
548,1756,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,87.0
551,1756,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,395.0
553,1757,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3591.0
554,1757,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,365.0
555,1757,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,94.0
558,1757,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1052.0
560,1758,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3035.0
561,1758,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,311.0
562,1758,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,101.0
565,1758,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1708.0
567,1759,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,5547.0
568,1759,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,645.0
572,1759,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,854.0
574,1760,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,8059.0
575,1760,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,979.0
581,1761,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,5749.0
582,1761,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1175.0
586,1761,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2070.0
587,1761,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,5894.0
588,1762,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2366.0
589,1762,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1630.0
593,1762,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1050.0
594,1762,AFR,14.654141,-17.090822,PATUEN,38.304081,-76.4227,1823.0
595,1763,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2961.0
596,1763,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1472.0
600,1763,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1333.0
602,1764,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3555.0
603,1764,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,1315.0
604,1764,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,202.0
607,1764,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1616.0
609,1765,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3278.0
610,1765,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,2643.0
614,1765,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1998.0
616,1766,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3506.0
617,1766,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,2504.0
621,1766,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1869.0
623,1767,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3735.0
624,1767,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,2365.0
628,1767,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1739.0
630,1768,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3964.0
631,1768,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,2226.0
632,1768,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,1598.0
635,1768,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1610.0
637,1769,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2622.0
638,1769,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,2144.0
639,1769,GB,50.336431,-4.171482,PATUEN,38.304081,-76.4227,26.0
642,1769,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,2595.0
644,1770,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,2948.0
645,1770,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,2710.0
649,1770,SEU,36.07881,-5.423534,PATUEN,38.304081,-76.4227,1298.0
651,1771,WI,18.454682,-66.568537,PATUEN,38.304081,-76.4227,3273.0
652,1771,NA,37.010304,-75.992569,PATUEN,38.304081,-76.4227,3277.0
659,1725,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,346.0
666,1726,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,415.0
673,1727,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,484.0
680,1728,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,650.0
687,1729,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,815.0
693,1730,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,123.0
694,1730,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,981.0
700,1731,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,295.0
701,1731,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,511.0
707,1732,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,96.0
708,1732,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,1366.0
714,1733,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,461.0
715,1733,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,583.0
721,1734,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,19.0
722,1734,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,460.0
728,1735,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,25.0
729,1735,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,494.0
735,1736,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,30.0
736,1736,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,528.0
742,1737,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,36.0
743,1737,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,561.0
749,1738,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,42.0
750,1738,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,595.0
756,1739,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,47.0
757,1739,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,629.0
763,1740,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,53.0
764,1740,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,663.0
770,1741,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,59.0
771,1741,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,696.0
777,1742,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,64.0
778,1742,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,730.0
784,1743,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,70.0
785,1743,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,764.0
791,1744,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,76.0
792,1744,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,798.0
798,1745,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,81.0
799,1745,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,831.0
805,1746,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,87.0
806,1746,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,865.0
812,1747,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,81.0
813,1747,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,998.0
819,1748,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,74.0
820,1748,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,1130.0
826,1749,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,68.0
827,1749,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,1263.0
833,1750,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,379.0
834,1750,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,1385.0
840,1751,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,690.0
841,1751,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,1506.0
847,1752,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,1001.0
848,1752,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,1628.0
854,1753,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,840.0
855,1753,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,1386.0
861,1754,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,679.0
862,1754,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,1143.0
868,1755,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,518.0
869,1755,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,901.0
875,1756,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,357.0
876,1756,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,658.0
882,1757,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,196.0
883,1757,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,416.0
889,1758,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,343.0
890,1758,NA,37.010304,-75.992569,ACCOEN,37.3063,-75.8069,844.0
896,1759,WI,18.454682,-66.568537,ACCOEN,37.3063,-75.8069,490.0
