,year,origin,origin_lat,origin_long,dest,dest_lat,dest_long,mag
309,1769,ACCOCL,37.3063,-75.8069,NA,37.010304,-75.992569,9988.0
313,1769,ACCOCL,37.3063,-75.8069,SEU,36.07881,-5.423534,526.0
315,1770,ACCOCL,37.3063,-75.8069,WI,18.454682,-66.568537,4010.0
316,1770,ACCOCL,37.3063,-75.8069,NA,37.010304,-75.992569,7725.0
322,1771,ACCOCL,37.3063,-75.8069,WI,18.454682,-66.568537,4058.0
323,1771,ACCOCL,37.3063,-75.8069,NA,37.010304,-75.992569,5461.0
329,1725,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,779.0
330,1725,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1157.0
331,1725,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,38316.0
336,1726,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1109.0
337,1726,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1379.0
338,1726,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,33181.0
343,1727,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1439.0
344,1727,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1601.0
345,1727,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,28046.0
348,1727,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,298.0
350,1728,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1162.0
351,1728,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1584.0
352,1728,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,25167.0
357,1729,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,884.0
358,1729,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1566.0
359,1729,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,22289.0
364,1730,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,607.0
365,1730,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1549.0
366,1730,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,19410.0
369,1730,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,457.0
371,1731,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,469.0
372,1731,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,993.0
373,1731,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,31735.0
378,1732,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1319.0
379,1732,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,267.0
380,1732,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,13670.0
383,1732,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,453.0
385,1733,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,664.0
386,1733,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,14668.0
387,1733,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,21474.0
390,1733,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,866.0
392,1734,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,952.0
393,1734,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,11787.0
394,1734,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,26008.0
397,1734,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,927.0
399,1735,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1240.0
400,1735,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,8906.0
401,1735,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,30542.0
404,1735,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,1029.0
406,1736,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1527.0
407,1736,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,6024.0
408,1736,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,35075.0
411,1736,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,1049.0
413,1737,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1815.0
414,1737,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,3143.0
415,1737,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,39609.0
418,1737,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,1110.0
420,1738,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,968.0
421,1738,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,3479.0
422,1738,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,27303.0
423,1738,JRUPCL,37.52769,-77.430727,IRE,53.255137,-9.047014,324.0
425,1738,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,408.0
427,1739,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1291.0
428,1739,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,2002.0
429,1739,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,25876.0
432,1739,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,1144.0
434,1740,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1911.0
435,1740,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,3264.0
436,1740,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,27821.0
437,1740,JRUPCL,37.52769,-77.430727,IRE,53.255137,-9.047014,491.0
439,1740,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,490.0
441,1741,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3177.0
442,1741,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,7193.0
443,1741,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,55174.0
444,1741,JRUPCL,37.52769,-77.430727,IRE,53.255137,-9.047014,698.0
446,1741,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,2071.0
448,1742,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3206.0
449,1742,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,4721.0
450,1742,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,46704.0
453,1742,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,310.0
455,1743,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1195.0
456,1743,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1496.0
457,1743,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,36110.0
462,1744,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,2164.0
463,1744,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1191.0
464,1744,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,32618.0
467,1744,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,646.0
470,1745,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,126.0
471,1745,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,37482.0
474,1745,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,190.0
476,1746,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,763.0
477,1746,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1034.0
478,1746,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,37456.0
481,1746,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,145.0
483,1747,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,614.0
484,1747,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,918.0
485,1747,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,44789.0
488,1747,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,431.0
490,1748,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,466.0
491,1748,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,801.0
492,1748,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,52123.0
495,1748,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,716.0
497,1749,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,317.0
498,1749,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,685.0
499,1749,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,59456.0
502,1749,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,1002.0
504,1750,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3065.0
505,1750,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1578.0
506,1750,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,82295.0
509,1750,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,603.0
511,1751,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3567.0
512,1751,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,2173.0
513,1751,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,98925.0
516,1751,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,553.0
518,1752,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,4068.0
519,1752,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,2768.0
520,1752,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,115554.0
523,1752,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,503.0
525,1753,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,4317.0
526,1753,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,2761.0
527,1753,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,94464.0
530,1753,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,2645.0
532,1754,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,4565.0
533,1754,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,2754.0
534,1754,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,73373.0
537,1754,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,4787.0
539,1755,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,4243.0
540,1755,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,2059.0
541,1755,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,60772.0
546,1756,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3921.0
547,1756,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1363.0
548,1756,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,48170.0
553,1757,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,4419.0
554,1757,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,3202.0
555,1757,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,70226.0
560,1758,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,4917.0
561,1758,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,5041.0
562,1758,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,92281.0
563,1758,JRUPCL,37.52769,-77.430727,IRE,53.255137,-9.047014,1797.0
567,1759,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3129.0
568,1759,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,5303.0
569,1759,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,129942.0
574,1760,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,1340.0
575,1760,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,5564.0
576,1760,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,167603.0
579,1760,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,15.0
581,1761,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3484.0
582,1761,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,5251.0
583,1761,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,129133.0
586,1761,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,175.0
588,1762,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,720.0
589,1762,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,11341.0
590,1762,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,141764.0
595,1763,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,718.0
596,1763,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,8613.0
597,1763,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,146901.0
602,1764,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,2429.0
603,1764,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,8308.0
604,1764,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,89761.0
605,1764,JRUPCL,37.52769,-77.430727,IRE,53.255137,-9.047014,688.0
607,1764,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,1654.0
609,1765,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,2603.0
610,1765,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,8962.0
611,1765,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,52985.0
614,1765,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,3359.0
616,1766,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,2189.0
617,1766,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,1902.0
618,1766,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,134501.0
621,1766,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,6059.0
623,1767,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3226.0
624,1767,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,4515.0
625,1767,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,131271.0
628,1767,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,7109.0
630,1768,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,4263.0
631,1768,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,7128.0
632,1768,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,128040.0
633,1768,JRUPCL,37.52769,-77.430727,IRE,53.255137,-9.047014,2166.0
635,1768,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,8158.0
637,1769,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,5467.0
638,1769,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,9528.0
639,1769,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,194914.0
642,1769,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,43791.0
644,1770,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,4299.0
645,1770,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,11028.0
646,1770,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,224064.0
649,1770,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,26998.0
651,1771,JRUPCL,37.52769,-77.430727,WI,18.454682,-66.568537,3131.0
652,1771,JRUPCL,37.52769,-77.430727,NA,37.010304,-75.992569,12528.0
653,1771,JRUPCL,37.52769,-77.430727,GB,50.336431,-4.171482,253214.0
656,1771,JRUPCL,37.52769,-77.430727,SEU,36.07881,-5.423534,10205.0
658,1725,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,53.0
659,1725,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,460.0
660,1725,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,22496.0
666,1726,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,633.0
667,1726,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,23153.0
673,1727,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,321.0
674,1727,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,12312.0
680,1728,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,248.0
681,1728,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,11390.0
687,1729,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,174.0
688,1729,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,10468.0
694,1730,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,101.0
695,1730,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,9546.0
701,1731,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,412.0
702,1731,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,12708.0
707,1732,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,16.0
708,1732,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,397.0
709,1732,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,10660.0
714,1733,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,31.0
715,1733,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,381.0
716,1733,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,8611.0
717,1733,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,31.0
721,1734,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,727.0
722,1734,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,496.0
723,1734,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,14025.0
728,1735,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,400.0
729,1735,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,481.0
730,1735,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,11899.0
735,1736,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,72.0
736,1736,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,466.0
737,1736,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,9772.0
742,1737,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,192.0
743,1737,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,735.0
744,1737,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,17272.0
747,1737,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,79.0
750,1738,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,75.0
751,1738,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,9254.0
754,1738,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,268.0
756,1739,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,39.0
757,1739,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,451.0
758,1739,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,21129.0
764,1740,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,924.0
765,1740,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,19041.0
770,1741,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,15.0
771,1741,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,223.0
772,1741,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,25251.0
778,1742,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,608.0
779,1742,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,28968.0
785,1743,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,441.0
786,1743,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,28655.0
792,1744,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,48.0
793,1744,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,17339.0
796,1744,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,201.0
799,1745,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,171.0
800,1745,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,29888.0
805,1746,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,142.0
806,1746,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,159.0
807,1746,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,23924.0
812,1748,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,47.0
813,1748,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,158.0
